INFO:root:Epoch 1: train_loss=1.8028, val_loss=0.8359, ci=0.6257, rm2=0.0519
INFO:root:Epoch 118: train_loss=0.0277, val_loss=0.2140, ci=0.8883, rm2=0.7321
INFO:root:Epoch 119: train_loss=0.0272, val_loss=0.2027, ci=0.8957, rm2=0.7132
INFO:root:Epoch 120: train_loss=0.0268, val_loss=0.2098, ci=0.8920, rm2=0.7181
INFO:root:Epoch 121: train_loss=0.0265, val_loss=0.1936, ci=0.8953, rm2=0.7393
INFO:root:Epoch 122: train_loss=0.0272, val_loss=0.1978, ci=0.8960, rm2=0.7359
INFO:root:Epoch 123: train_loss=0.0267, val_loss=0.1982, ci=0.8934, rm2=0.7224
INFO:root:Epoch 124: train_loss=0.0266, val_loss=0.1957, ci=0.8973, rm2=0.7145
INFO:root:Epoch 125: train_loss=0.0290, val_loss=0.1963, ci=0.8968, rm2=0.7157
INFO:root:Epoch 126: train_loss=0.0261, val_loss=0.1958, ci=0.8929, rm2=0.7393
INFO:root:Epoch 127: train_loss=0.0273, val_loss=0.2072, ci=0.8958, rm2=0.7143
INFO:root:Epoch 128: train_loss=0.0269, val_loss=0.1989, ci=0.8948, rm2=0.7479
INFO:root:Epoch 129: train_loss=0.0256, val_loss=0.1960, ci=0.8953, rm2=0.7268
INFO:root:Epoch 130: train_loss=0.0246, val_loss=0.1972, ci=0.8969, rm2=0.7102
INFO:root:Epoch 131: train_loss=0.0240, val_loss=0.1991, ci=0.8962, rm2=0.7064
INFO:root:Epoch 132: train_loss=0.0231, val_loss=0.2013, ci=0.8972, rm2=0.7275
INFO:root:Epoch 133: train_loss=0.0239, val_loss=0.1999, ci=0.8984, rm2=0.7087
INFO:root:Epoch 134: train_loss=0.0230, val_loss=0.2050, ci=0.8913, rm2=0.7320
INFO:root:Epoch 135: train_loss=0.0235, val_loss=0.1991, ci=0.8978, rm2=0.7059
INFO:root:Epoch 136: train_loss=0.0240, val_loss=0.1972, ci=0.8992, rm2=0.7395
INFO:root:Epoch 137: train_loss=0.0241, val_loss=0.2035, ci=0.8918, rm2=0.7209
INFO:root:Epoch 138: train_loss=0.0235, val_loss=0.1978, ci=0.8958, rm2=0.7210
INFO:root:Epoch 139: train_loss=0.0238, val_loss=0.2022, ci=0.8950, rm2=0.7256
INFO:root:Epoch 140: train_loss=0.0237, val_loss=0.1985, ci=0.8975, rm2=0.7383
INFO:root:Epoch 141: train_loss=0.0223, val_loss=0.1954, ci=0.8950, rm2=0.7392
INFO:root:Epoch 142: train_loss=0.0202, val_loss=0.1984, ci=0.8954, rm2=0.7113
INFO:root:Epoch 143: train_loss=0.0226, val_loss=0.2032, ci=0.8937, rm2=0.7467
INFO:root:Epoch 144: train_loss=0.0221, val_loss=0.2037, ci=0.8939, rm2=0.7455
INFO:root:Epoch 145: train_loss=0.0221, val_loss=0.1973, ci=0.9003, rm2=0.7077
INFO:root:Epoch 146: train_loss=0.0210, val_loss=0.1958, ci=0.8996, rm2=0.7332
INFO:root:Epoch 147: train_loss=0.0216, val_loss=0.2013, ci=0.8973, rm2=0.7296
INFO:root:Epoch 148: train_loss=0.0223, val_loss=0.1906, ci=0.8967, rm2=0.7263
INFO:root:Epoch 149: train_loss=0.0203, val_loss=0.1976, ci=0.8949, rm2=0.7162
INFO:root:Epoch 150: train_loss=0.0209, val_loss=0.1963, ci=0.8946, rm2=0.7259
INFO:root:Test loss: 0.2038, ci=0.8836, rm2=0.7315
INFO:root:Epoch 1: train_loss=1.9080, val_loss=2.1127, ci=0.5962, rm2=0.0379
INFO:root:Epoch 2: train_loss=0.8962, val_loss=1.1898, ci=0.6969, rm2=0.1363
INFO:root:Epoch 3: train_loss=0.7939, val_loss=0.6799, ci=0.7536, rm2=0.2325
INFO:root:Epoch 4: train_loss=0.7355, val_loss=1.0414, ci=0.7680, rm2=0.2461
INFO:root:Epoch 5: train_loss=0.6762, val_loss=0.8217, ci=0.7822, rm2=0.2471
INFO:root:Epoch 6: train_loss=0.6468, val_loss=0.6987, ci=0.7856, rm2=0.2538
INFO:root:Epoch 7: train_loss=0.6502, val_loss=0.8105, ci=0.7849, rm2=0.2699
INFO:root:Epoch 8: train_loss=0.6124, val_loss=0.5995, ci=0.7898, rm2=0.2781
INFO:root:Epoch 9: train_loss=0.6045, val_loss=0.5836, ci=0.7968, rm2=0.2675
INFO:root:Epoch 10: train_loss=0.5967, val_loss=0.8622, ci=0.8006, rm2=0.2641
INFO:root:Epoch 11: train_loss=0.5882, val_loss=0.5990, ci=0.7946, rm2=0.2601
INFO:root:Epoch 12: train_loss=0.5895, val_loss=0.6571, ci=0.7981, rm2=0.2803
INFO:root:Epoch 13: train_loss=0.5680, val_loss=0.5587, ci=0.8050, rm2=0.3054
INFO:root:Epoch 14: train_loss=0.5560, val_loss=0.6945, ci=0.8067, rm2=0.3043
INFO:root:Epoch 15: train_loss=0.5288, val_loss=0.5597, ci=0.8077, rm2=0.3230
INFO:root:Epoch 16: train_loss=0.5209, val_loss=0.6199, ci=0.8139, rm2=0.3367
INFO:root:Epoch 17: train_loss=0.5110, val_loss=0.4757, ci=0.8185, rm2=0.3769
INFO:root:Epoch 18: train_loss=0.5074, val_loss=0.5036, ci=0.8202, rm2=0.3853
INFO:root:Epoch 19: train_loss=0.4814, val_loss=0.4367, ci=0.8162, rm2=0.4414
INFO:root:Epoch 20: train_loss=0.4686, val_loss=0.4822, ci=0.8034, rm2=0.4137
INFO:root:Epoch 21: train_loss=0.4545, val_loss=0.5110, ci=0.8277, rm2=0.3821
INFO:root:Epoch 22: train_loss=0.4275, val_loss=0.4229, ci=0.8094, rm2=0.4504
INFO:root:Epoch 23: train_loss=0.4138, val_loss=0.4002, ci=0.8280, rm2=0.4472
INFO:root:Epoch 24: train_loss=0.3852, val_loss=0.3688, ci=0.8334, rm2=0.5168
INFO:root:Epoch 25: train_loss=0.3857, val_loss=0.5023, ci=0.8406, rm2=0.5134
INFO:root:Epoch 26: train_loss=0.3738, val_loss=0.3906, ci=0.8350, rm2=0.4725
INFO:root:Epoch 27: train_loss=0.3522, val_loss=0.3988, ci=0.8396, rm2=0.5123
INFO:root:Epoch 28: train_loss=0.3431, val_loss=0.3876, ci=0.8379, rm2=0.4588
INFO:root:Epoch 29: train_loss=0.3278, val_loss=0.3428, ci=0.8411, rm2=0.5605
INFO:root:Epoch 30: train_loss=0.3162, val_loss=0.3537, ci=0.8395, rm2=0.5693
INFO:root:Epoch 31: train_loss=0.3137, val_loss=0.3527, ci=0.8414, rm2=0.5194
INFO:root:Epoch 32: train_loss=0.3033, val_loss=0.3503, ci=0.8523, rm2=0.5248
INFO:root:Epoch 33: train_loss=0.2992, val_loss=0.3494, ci=0.8515, rm2=0.5314
INFO:root:Epoch 34: train_loss=0.2923, val_loss=0.3996, ci=0.8523, rm2=0.5594
INFO:root:Epoch 35: train_loss=0.2807, val_loss=0.3815, ci=0.8531, rm2=0.5846
INFO:root:Epoch 36: train_loss=0.2764, val_loss=0.3285, ci=0.8617, rm2=0.5168
INFO:root:Epoch 37: train_loss=0.2589, val_loss=0.3096, ci=0.8604, rm2=0.5497
INFO:root:Epoch 38: train_loss=0.2505, val_loss=0.3098, ci=0.8532, rm2=0.5890
INFO:root:Epoch 39: train_loss=0.2469, val_loss=0.3424, ci=0.8405, rm2=0.5148
INFO:root:Epoch 40: train_loss=0.2347, val_loss=0.3171, ci=0.8654, rm2=0.5374
INFO:root:Epoch 41: train_loss=0.2209, val_loss=0.2992, ci=0.8678, rm2=0.5523
INFO:root:Epoch 42: train_loss=0.2145, val_loss=0.2980, ci=0.8620, rm2=0.5671
INFO:root:Epoch 43: train_loss=0.2131, val_loss=0.2904, ci=0.8728, rm2=0.5740
INFO:root:Epoch 44: train_loss=0.1987, val_loss=0.3182, ci=0.8657, rm2=0.5591
INFO:root:Epoch 45: train_loss=0.1888, val_loss=0.3317, ci=0.8662, rm2=0.6317
INFO:root:Epoch 46: train_loss=0.1829, val_loss=0.2725, ci=0.8751, rm2=0.5995
INFO:root:Epoch 47: train_loss=0.1713, val_loss=0.2958, ci=0.8737, rm2=0.5789
INFO:root:Epoch 48: train_loss=0.1611, val_loss=0.2761, ci=0.8665, rm2=0.6284
INFO:root:Epoch 49: train_loss=0.1621, val_loss=0.3079, ci=0.8636, rm2=0.6399
INFO:root:Epoch 50: train_loss=0.1597, val_loss=0.2665, ci=0.8682, rm2=0.6668
INFO:root:Epoch 51: train_loss=0.1452, val_loss=0.2867, ci=0.8710, rm2=0.6306
INFO:root:Epoch 52: train_loss=0.1425, val_loss=0.2653, ci=0.8748, rm2=0.6202
INFO:root:Epoch 53: train_loss=0.1365, val_loss=0.2611, ci=0.8776, rm2=0.6323
INFO:root:Epoch 1: train_loss=2.2658, val_loss=2.2753, ci=0.6454, rm2=0.0721
INFO:root:Epoch 2: train_loss=0.9082, val_loss=1.4090, ci=0.6890, rm2=0.1205
INFO:root:Epoch 3: train_loss=0.8409, val_loss=1.0583, ci=0.7264, rm2=0.1668
INFO:root:Epoch 4: train_loss=0.7800, val_loss=0.8265, ci=0.7562, rm2=0.2478
INFO:root:Epoch 5: train_loss=0.7343, val_loss=0.8062, ci=0.7765, rm2=0.2929
INFO:root:Epoch 6: train_loss=0.6836, val_loss=0.5486, ci=0.7861, rm2=0.2924
INFO:root:Epoch 7: train_loss=0.6603, val_loss=0.7093, ci=0.7920, rm2=0.3063
INFO:root:Epoch 8: train_loss=0.6357, val_loss=0.7941, ci=0.7954, rm2=0.2889
INFO:root:Epoch 9: train_loss=0.6335, val_loss=0.5941, ci=0.7973, rm2=0.2931
INFO:root:Epoch 10: train_loss=0.6240, val_loss=0.6489, ci=0.8007, rm2=0.3130
INFO:root:Epoch 11: train_loss=0.6081, val_loss=0.6200, ci=0.8041, rm2=0.3144
INFO:root:Epoch 12: train_loss=0.5929, val_loss=0.5316, ci=0.8051, rm2=0.3023
INFO:root:Epoch 13: train_loss=0.5793, val_loss=0.5494, ci=0.8090, rm2=0.3238
INFO:root:Epoch 14: train_loss=0.5607, val_loss=0.5096, ci=0.8117, rm2=0.3289
INFO:root:Epoch 15: train_loss=0.5647, val_loss=0.7690, ci=0.8066, rm2=0.3247
INFO:root:Epoch 16: train_loss=0.5482, val_loss=0.4843, ci=0.8132, rm2=0.3416
INFO:root:Epoch 17: train_loss=0.5341, val_loss=0.6410, ci=0.8113, rm2=0.3527
INFO:root:Epoch 1: train_loss=1.7523, val_loss=1.3246, ci=0.6592, rm2=0.0956
INFO:root:Test loss: 1.4324, ci=0.6430, rm2=0.0820
